edition_target_id,label,language_tag,population_low,population_high,intrinsic_need_low,intrinsic_need_high,possible_rank_best,possible_rank_worst,top10_status,top100_status,population_basis_class,order_lane,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
edition-target:lang:tvl-Latn-TV,Tuvaluan,tvl-Latn-TV,0.000000,4100000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:tw-Latn-GH:variety:akuapem-twi,Akuapem Twi,tw-Latn-GH,0.000000,820000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:tw-Latn-GH:variety:asante-twi,Asante Twi,tw-Latn-GH,0.000000,820000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ty-Latn-PF,reo Tahiti,ty-Latn-PF,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:tyz-Latn-VN,Tày,tyz-Latn-VN,0.000000,8466543.916667,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:tza-TZ,Tanzanian Sign Language,tza-TZ,0.000000,5038990.357143,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:tzm-Latn-MA,Central Atlas Tamazight,tzm-Latn-MA,0.000000,820000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:tzm-Tfng-MA,Central Atlas Tamazight,tzm-Tfng-MA,0.000000,820000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ug-Arab-CN,Uyghur,ug-Arab-CN,0.000000,66980238.095238,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:ugn-UG,Ugandan Sign Language,ugn-UG,0.000000,6423111.750000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:uk-Cyrl-UA,Standard Ukrainian — Ukraine,uk-Cyrl-UA,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:uli-Latn-FM,Ulithian,uli-Latn-FM,0.000000,630769230.769231,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:umb-Latn-AO,Umbundu,umb-Latn-AO,0.000000,1171428571.428571,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:und-AF,"Dari, Pashto, Hazaragi, Uzbek and other Afghan languages",und-AF,0.000000,2733333333.333333,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:und-Latn-DG-x-chagossian,Chagossian Creole,und-Latn-DG-x-chagossian,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:und-SD,Sudanese Arabic and multiple Sudanese languages,und-SD,0.000000,5166214.700000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-bajjika-Deva-NP,Bajjika,lang:unresolved-bajjika-Deva-NP,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:all-languages-package-must-preserve-every-localized-text-font-caption-si:global-especially-rural-low-income-d,All languages,lang:unresolved-tag:all-languages-package-must-preserve-every-localized-text-font-caption-si:global-especially-rural-low-income-d,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:all-spoken-signed-and-written-languages-compression-must-retain-intellig:global-especially-rural-and-low-inco,"All spoken, signed, and written languages",lang:unresolved-tag:all-spoken-signed-and-written-languages-compression-must-retain-intellig:global-especially-rural-and-low-inco,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:all-written-languages-page-content-and-metadata-require-localization:global-instantiate-and-test-by-langu,All written languages,lang:unresolved-tag:all-written-languages-page-content-and-metadata-require-localization:global-instantiate-and-test-by-langu,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:all-written-languages-text-navigation-metadata-pronunciation-and-directi:global-instantiate-and-test-by-langu,All written languages,lang:unresolved-tag:all-written-languages-text-navigation-metadata-pronunciation-and-directi:global-instantiate-and-test-by-langu,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:amazonian-kichwa-exact-regional-variety-required:ecuador-amazonian-kichwa-exact-regio,Amazonian Kichwa — exact regional variety required,lang:unresolved-tag:amazonian-kichwa-exact-regional-variety-required:ecuador-amazonian-kichwa-exact-regio,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:amazonian-kichwa-in-peru:peru-amazonian-kichwa-in-peru-educat,Amazonian Kichwa in Peru,lang:unresolved-tag:amazonian-kichwa-in-peru:peru-amazonian-kichwa-in-peru-educat,0.000000,356521739.130435,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-spoken-language-variety-terminology-timing-pronunciation-and-voice-r:global-instantiate-by-media-language,Any spoken language,lang:unresolved-tag:any-spoken-language-variety-terminology-timing-pronunciation-and-voice-r:global-instantiate-by-media-language,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-target-written-language-descriptions-require-subject-expertise-and-l:global-instantiate-by-language-curri,Any target written language,lang:unresolved-tag:any-target-written-language-descriptions-require-subject-expertise-and-l:global-instantiate-by-language-curri,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-target-written-language-easy-read-conventions-and-images-require-loc:global-instantiate-by-language-cogni,Any target written language,lang:unresolved-tag:any-target-written-language-easy-read-conventions-and-images-require-loc:global-instantiate-by-language-cogni,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-target-written-language-font-coverage-line-breaking-directionality-a:global-instantiate-by-language-print,Any target written language,lang:unresolved-tag:any-target-written-language-font-coverage-line-breaking-directionality-a:global-instantiate-by-language-print,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-target-written-language-rewriting-and-cultural-examples-must-be-loca:global-instantiate-by-language-liter,Any target written language,lang:unresolved-tag:any-target-written-language-rewriting-and-cultural-examples-must-be-loca:global-instantiate-by-language-liter,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-written-and-spoken-language-variety-narration-pronunciation-accent-n:global-instantiate-by-written-spoken,Any written and spoken language,lang:unresolved-tag:any-written-and-spoken-language-variety-narration-pronunciation-accent-n:global-instantiate-by-written-spoken,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-written-language-matching-or-deliberately-translating-the-media-lang:global-instantiate-by-media-language,Any written language matching or deliberately translating the media,lang:unresolved-tag:any-written-language-matching-or-deliberately-translating-the-media-lang:global-instantiate-by-media-language,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:any-written-language-matching-or-deliberately-translating-the-session-su:global-instantiate-by-session-langua,Any written language matching or deliberately translating the session,lang:unresolved-tag:any-written-language-matching-or-deliberately-translating-the-session-su:global-instantiate-by-session-langua,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:argentina-quechua-exact-local-variety-required:argentina-people-self-identifying-as,Argentina Quechua — exact local variety required,lang:unresolved-tag:argentina-quechua-exact-local-variety-required:argentina-people-self-identifying-as,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:arha:new-caledonia-arha-using-communities,Arhâ,lang:unresolved-tag:arha:new-caledonia-arha-using-communities,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:ava-guarani:paraguay-ava-guarani-people,Ava Guaraní,lang:unresolved-tag:ava-guarani:paraguay-ava-guarani-people,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:ba-na:viet-nam-ba-na-ethnicity-proxy,Ba Na,lang:unresolved-tag:ba-na:viet-nam-ba-na-ethnicity-proxy,0.000000,8466543.916667,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:bai-coca:ecuador-bai-coca-communities,Bai Coca,lang:unresolved-tag:bai-coca:ecuador-bai-coca-communities,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:baikenu-uab-meto:timor-leste-baikenu-uab-meto-l1-comm,Baikenu,lang:unresolved-tag:baikenu-uab-meto:timor-leste-baikenu-uab-meto-l1-comm,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:betsileo-malagasy:madagascar-betsileo-communities,Betsileo Malagasy,lang:unresolved-tag:betsileo-malagasy:madagascar-betsileo-communities,0.000000,745454545.454545,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:betsileo-malagasy:madagascar-betsileo-malagasy-learner,Betsileo Malagasy,lang:unresolved-tag:betsileo-malagasy:madagascar-betsileo-malagasy-learner,0.000000,745454545.454545,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:betsimisaraka-malagasy:madagascar-betsimisaraka-malagasy-le,Betsimisaraka Malagasy,lang:unresolved-tag:betsimisaraka-malagasy:madagascar-betsimisaraka-malagasy-le,0.000000,745454545.454545,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:bolivian-quechua-exact-regional-variety-required:bolivia-named-language-communities,Bolivian Quechua — exact regional variety required,lang:unresolved-tag:bolivian-quechua-exact-regional-variety-required:bolivia-named-language-communities,0.000000,1640000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:bunong-mnong-variety-to-be-fixed-by-locale:cambodia-bunong-mnong-communities-wi,Bunong,lang:unresolved-tag:bunong-mnong-variety-to-be-fixed-by-locale:cambodia-bunong-mnong-communities-wi,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:central-quechua-ancash:peru-central-quechua-ancash-educatio,Central Quechua — Áncash,lang:unresolved-tag:central-quechua-ancash:peru-central-quechua-ancash-educatio,0.000000,356521739.130435,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:central-quechua-huanuco:peru-central-quechua-huanuco-educati,Central Quechua — Huánuco,lang:unresolved-tag:central-quechua-huanuco:peru-central-quechua-huanuco-educati,0.000000,356521739.130435,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:chilean-quechua-exact-local-variety-required:chile-chilean-quechua-exact-local-va,Chilean Quechua — exact local variety required,lang:unresolved-tag:chilean-quechua-exact-local-variety-required:chile-chilean-quechua-exact-local-va,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:chinese-varieties-among-hoa-communities:viet-nam-hoa-ethnicity-proxy,Chinese varieties among Hoa communities,lang:unresolved-tag:chinese-varieties-among-hoa-communities:viet-nam-hoa-ethnicity-proxy,0.000000,8466543.916667,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:chorote:argentina-people-self-identifying-as,Chorote,lang:unresolved-tag:chorote:argentina-people-self-identifying-as,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:cross-language-mathematical-structure-speech-rules-variable-names-decima:global-instantiate-by-language-local,Cross-language mathematical structure,lang:unresolved-tag:cross-language-mathematical-structure-speech-rules-variable-names-decima:global-instantiate-by-language-local,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:cup-ik-cu-pig:united-states-cup-ik-cu-pig-communit,Cup’ik,lang:unresolved-tag:cup-ik-cu-pig:united-states-cup-ik-cu-pig-communit,0.000000,13671394.280000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,Dao census category,lang:unresolved-tag:dao-census-category:viet-nam-dao-ethnicity-proxy,0.000000,8466543.916667,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:fataluku:timor-leste-fataluku-l1-communities,Fataluku,lang:unresolved-tag:fataluku:timor-leste-fataluku-l1-communities,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:forest-nenets:russian-arctic-and-sub-arctic-forest,Forest Nenets,lang:unresolved-tag:forest-nenets:russian-arctic-and-sub-arctic-forest,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:galoli:timor-leste-galoli-l1-communities,Galoli,lang:unresolved-tag:galoli:timor-leste-galoli-l1-communities,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:guarani-nandeva:paraguay-guarani-nandeva-people,Guaraní Ñandéva,lang:unresolved-tag:guarani-nandeva:paraguay-guarani-nandeva-people,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,Guaraní Occidental,lang:unresolved-tag:guarani-occidental:paraguay-guarani-occidental-people,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,Haida — Alaska variety required,lang:unresolved-tag:haida-alaska-variety-required:united-states-haida-alaska-variety-r,0.000000,13671394.280000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,Highland Kichwa — exact regional variety required,lang:unresolved-tag:highland-kichwa-exact-regional-variety-required:ecuador-highland-kichwa-exact-region,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,Hindko (Census category),lang:unresolved-tag:hindko-census-category:pakistan-especially-khyber-pakhtunkh,0.000000,25521955.400000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_TERRITORIAL_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
edition-target:lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,Inuktun,lang:unresolved-tag:inuktun-avanersuarmiutut:qaanaaq-avanersuaq-greenland,0.000000,8200000000.000000,,,,,UNRANKED_PRIMARY_ORDER_GATE,UNRANKED_PRIMARY_ORDER_GATE,MODEL_CONDITIONAL_WORLD_CEILING,unranked_context,UNRANKED_PRIMARY_ORDER_GATE,,,,,,,,,,,,,false,false,NONE,,,,,,,true
