edition_target_id,label,language_tag,population_low,population_high,intrinsic_need_low,intrinsic_need_high,possible_rank_best,possible_rank_worst,top10_status,top100_status,population_basis_class,order_lane,model_status,authorization_id,authorization_ids,authorization_status,authorization_tier,evidence_identity_id,source_lane,source_record_id,evidence_role,target_row_sha256,evidence_row_sha256,source_evidence_row_sha256,source_registry_row_hashes,evidence_bounds_source_complete,evidence_bounds_were_imputed,population_bound_type,source_population_low_persons,source_population_base_persons,source_population_high_persons,normalized_population_low_persons,normalized_population_high_persons,local_work_exclusion,synthetic_or_model_prior
edition-target:regional:tsotsil-north-high-Latn-MX,Tsotsil del norte alto in Mexico,tsotsil-north-high-Latn-MX,77699.000000,77699.000000,1643.691852,51371.051852,75,185,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-north-high-Latn-MX,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-north-high-Latn-MX,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-north-high-Latn-MX,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,tsotsil-north-high-Latn-MX,REGIONAL_EMPIRICAL_STRATUM,4a97b2414bac41ab4fb1e4760beaa9b2d20a314432dd0eedc5508299f23d3aa3,4807e2f10285e931582aa8b0fbf6170e5ebce5d864065a06dbeb365570077d59,c6da3977a15cd221adfdbcc739894842365bf0b935d81903e79aea1af28a7aad,4e641a703aef367444cb80fb65e8a9de4bdc3ee0030b6af04da5be43d7d15cdc;4bcfee26bf928ba1873b11464cc67971876216d3b9e6e364a253c1f65fe1c32b;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579,true,false,POINT,,77699,,77699,77699,true,false
edition-target:lang:agr-PE,Awajún,agr-PE,56584.000000,56584.000000,6224.240000,42438.000000,78,156,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:46e9066df0dffefa128de506,auth:canonical:canonical:pop:46e9066df0dffefa128de506,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:46e9066df0dffefa128de506,legacy_canonical_population,pop:46e9066df0dffefa128de506,language_population_or_context,b495293e4708c907ead8a033711dd4c34a42748b2afda80209784be1259c3921,f5ed42d70e0a0b437dc5d34927bc497a6a3262775a11f409c0070fc11f93f24c,22d215394895315777cfee4f70e0a9211fc80154874fe7b275abdbb4229a15c5,4C11AB52E710BAC18164FB144DDBC5A2075BF124B5F223CAF2952FF27AAD3813,true,false,POINT,,56584,,56584,56584,true,false
edition-target:lang:bfn-Latn-TL,Bunak,bfn-Latn-TL,64686.000000,64686.000000,7115.460000,48514.500000,78,152,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:b133abe0a852d079e781a91f,auth:canonical:canonical:pop:b133abe0a852d079e781a91f;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:bfn-Latn-TL,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:b133abe0a852d079e781a91f,legacy_canonical_population,pop:b133abe0a852d079e781a91f,language_population_or_context,6651a64c9465d43d7bd553cfc6de8af81d220f6279be5fae6eea9ac26975d616,0a5273f03363207d285e897c8f0cbaa6ce538975075ba4b5ffd0571447af4106,e23e6869da0412582ae149450e289d46b73d3f0c2f6e1db30ed97b2cd604b46b,085656567BA1C231EA086EA6868221DD26261B344839681F32510E035ABFAFF8,true,false,POINT,,64686,,64686,64686,true,false
edition-target:lang:cac-GT,Chuj,cac-GT,58592.000000,58592.000000,6445.120000,43944.000000,78,156,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:14603b503b0999e150581667,auth:canonical:canonical:pop:14603b503b0999e150581667,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:14603b503b0999e150581667,legacy_canonical_population,pop:14603b503b0999e150581667,language_population_or_context,e6fdea181c61a7cf64d2d2765bf29bb302d43ff5ef7198b033928c4b21f1864a,cb09aa93d2969cad3c9ecd68b9f91690f9e397b52e885c383843ecd7e13a359a,40d3a4d43bbbaf729acd2a3d2b49e51137309fca52181b479c5c72a1792349fe,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,58592,,58592,58592,true,false
edition-target:lang:cri-Latn-ST,Forro,cri-Latn-ST,62707.000000,62707.000000,6897.770000,47030.250000,78,154,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:cri-Latn-ST,auth:regional:AFRICA_EMPIRICAL_NEED_INPUTS:cri-Latn-ST,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AFRICA_EMPIRICAL_NEED_INPUTS:cri-Latn-ST,AFRICA_EMPIRICAL_NEED_INPUTS,cri-Latn-ST,REGIONAL_EMPIRICAL_STRATUM,09d47fab5fbe362f5b402f2b00de4288d9da35d5b92d77d0a14c67926b7a0470,1323e076cff6984ab6940d2c1a8c9a22b44aebfecefa13008e6cf156ed237863,df97c502b0f55c9be63a1ba706b5ce67e334b6f5d20e33fb13f77146a0774b03,bff4a7760d2e199fe45afc53be54bb8bd7d97a0f5b6d9b3cd053ddd35cf8aebc,true,false,POINT,62707,62707,62707,62707,62707,true,false
edition-target:lang:jiv-EC,Shuar Chicham,jiv-EC,58770.000000,58770.000000,6464.700000,44077.500000,78,156,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:79b686e9e90dad241cae7192,auth:canonical:canonical:pop:79b686e9e90dad241cae7192,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:79b686e9e90dad241cae7192,legacy_canonical_population,pop:79b686e9e90dad241cae7192,language_population_or_context,d8d7c86b04772ae2f1862d47b16bf1626b3f9dffc0eaa281ea3d1907b545465b,7782f6591a4808870b54f07567ca4c3cd0ac08683c6afe71747405fb45d38606,b647570b01bc2e340588b88a674b866d385ba8d120f858cac4efdc5058d99994,592E172A4F6A546EBFA54AD4584DF54D56DA4B5378BED2B84422830F972895FB,true,false,POINT,,58770,,58770,58770,true,false
edition-target:lang:knj-GT,Akateko,knj-GT,55290.000000,55290.000000,6081.900000,41467.500000,78,156,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:db49ffe17b002b4c7f6f445e,auth:canonical:canonical:pop:db49ffe17b002b4c7f6f445e,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:db49ffe17b002b4c7f6f445e,legacy_canonical_population,pop:db49ffe17b002b4c7f6f445e,language_population_or_context,5373ce3b327e6ff0ce29e44942ebf1decb6cd0f2203df2cff2ea1dc0cd918774,6ab7d4c4abf77c15361c41efcea78d50c2cdd2c16ad63ff5ef40866c5719ca6d,265d386da02f7af4eae48933ecdd0bf3d3752e81c0ff6f560fc7d663d89b18ef,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,55290,,55290,55290,true,false
edition-target:regional:nah-noroeste-central-Latn-MX,Náhuatl del noroeste central,nah-noroeste-central-Latn-MX,71040.000000,71040.000000,1502.823320,46968.423320,78,187,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:nah-noroeste-central-Latn-MX,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:nah-noroeste-central-Latn-MX,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:nah-noroeste-central-Latn-MX,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,nah-noroeste-central-Latn-MX,REGIONAL_EMPIRICAL_STRATUM,67522961005b981e914da09047a3adb362cdb6fa000ba8ec02cd4a2e17325db8,991a875990c7ab48f856df72695369109ff22a2fcd1255f8d45c6c56bdfe2786,ae240ff71e916fe7c79e57632ec4399c57a6bf77e94d39c493caefe51633dd9d,4123ed823122176c1bef6945dc39949d2e15a1878e280bfa299180b4640538ca;911deb36a0f3e8e7d16064d049431821461e16a065d2e17a75593a265e63093e;4e641a703aef367444cb80fb65e8a9de4bdc3ee0030b6af04da5be43d7d15cdc;4bcfee26bf928ba1873b11464cc67971876216d3b9e6e364a253c1f65fe1c32b;72fa9f5310d8320480dd71bbf7c5afcb6ba8e563fd0f255c2c6c888203574b86;1cf6784c00e1387887a6f62822885b4db4171b54d010d96dfbd74e6782572d5e;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,true,false,POINT,,71040,,71040,71040,true,false
edition-target:regional:tseltal-east-Latn-MX,Tseltal del oriente in Mexico,tseltal-east-Latn-MX,70313.000000,70313.000000,1487.443920,46487.763920,78,187,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tseltal-east-Latn-MX,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tseltal-east-Latn-MX,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tseltal-east-Latn-MX,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,tseltal-east-Latn-MX,REGIONAL_EMPIRICAL_STRATUM,b9b42c73e573e60de2dc683077417e604f3bac3c8e9b3f4cad48fe0de9870e39,8e9817e8a3d89b192666d3a4f783dd68097ed799f75733015a34dd491c69721c,cfcd95acd3806454faa45750ea99610410f9cb90fd4c85b018506d1f79f1b754,4e641a703aef367444cb80fb65e8a9de4bdc3ee0030b6af04da5be43d7d15cdc;4bcfee26bf928ba1873b11464cc67971876216d3b9e6e364a253c1f65fe1c32b;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579,true,false,POINT,,70313,,70313,70313,true,false
edition-target:lang:tca-BR,Tikúna,tca-BR,51978.000000,51978.000000,822.536667,34088.456667,79,191,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:74e4bf043ec5ed6103fe5b6b,auth:canonical:canonical:pop:74e4bf043ec5ed6103fe5b6b,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:74e4bf043ec5ed6103fe5b6b,legacy_canonical_population,pop:74e4bf043ec5ed6103fe5b6b,language_population_or_context,b15364f1004d1b411a23858f9c4e3deee7ce3c29ba2dd74947f7b60170a05987,cd79c305910e278f764f35d591f574be1c6ddce38dc1d81a01e4ae8281652f64,16dc6ee48e5a4c22c33d8ce7ba4e4c2a23411b798171d9cef3d6ca75298a8712,00F27D5EB50DA2CA57FA3A6F052C248DDAD3FC7612C1FDD6568E85590DFD5616,true,false,POINT,,51978,,51978,51978,true,false
edition-target:lang:tkd-Latn-TL,Tokodede,tkd-Latn-TL,46784.000000,46784.000000,5146.240000,35088.000000,79,162,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:6a8813be5e963ebc6fdf8815,auth:canonical:canonical:pop:6a8813be5e963ebc6fdf8815,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:6a8813be5e963ebc6fdf8815,legacy_canonical_population,pop:6a8813be5e963ebc6fdf8815,language_population_or_context,b46b6f8c4a2b8eb299c965b013bcd364c990d891050be12ada39082e5ae8784c,93518dcb69a77fdb04b95e7a1413a471a8639f525582f6f37ac9d6773c3ba78b,dd564d5142e1a75bb9d24afdbf27e3e373c6e2f0e749d2f1dcdcc359059fa732,085656567BA1C231EA086EA6868221DD26261B344839681F32510E035ABFAFF8,true,false,POINT,,46784,,46784,46784,true,false
edition-target:regional:tsotsil-centre-Latn-MX,Tsotsil del centro in Mexico,tsotsil-centre-Latn-MX,57107.000000,57107.000000,1208.076173,37756.556173,79,190,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-centre-Latn-MX,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-centre-Latn-MX,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-centre-Latn-MX,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,tsotsil-centre-Latn-MX,REGIONAL_EMPIRICAL_STRATUM,2789d62d5c24dc0719a5a76cfb01cc0215778a70f4f652029d5360c23a94a0fa,e2811dd8615d100b393b2e87e0be22dd8df284a17709eb0648c9fc924031fd5b,24d360923a19b02493613c071ee1e237e2801728f3e8b034a62f8585cd120ee2,4e641a703aef367444cb80fb65e8a9de4bdc3ee0030b6af04da5be43d7d15cdc;4bcfee26bf928ba1873b11464cc67971876216d3b9e6e364a253c1f65fe1c32b;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579,true,false,POINT,,57107,,57107,57107,true,false
edition-target:lang:iku-CA,Inuktitut,iku-CA,41675.000000,41675.000000,4584.250000,31256.250000,80,166,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:c95b5c0c1c9254756b4dddcf,auth:canonical:canonical:pop:c95b5c0c1c9254756b4dddcf;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:ike-multiscript-CA,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:c95b5c0c1c9254756b4dddcf,legacy_canonical_population,pop:c95b5c0c1c9254756b4dddcf,language_population_or_context,ad79dc66ac02760b7c39a5be257f4fc749532f3398a50752923d4d609e029ebf,cba07028eb2e3078fc013c8cc688a7dbe060d994aa02d3edd3bbc8c863ebc00e,bdb560696e033603eb9740c0e24dfa86dace9efc8db49ede851d2e24cabcec83,14E3D47EA649DD1E18E8C4B4FE33455B2AC2BE53AF028CD28CA2DD5724049E6E,true,false,POINT,,41675,,41675,41675,true,false
edition-target:lang:iu-Cans-CA,Inuktitut,iu-Cans-CA,41675.000000,41675.000000,4584.250000,31256.250000,80,166,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:4097728726692320ac91b42f,auth:canonical:canonical:pop:4097728726692320ac91b42f,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:4097728726692320ac91b42f,legacy_canonical_population,pop:4097728726692320ac91b42f,language_population_or_context,bb1955c53c1292215ec2eb7e59e4a0a5eeb7b7971ff5be1263e618496f7a866a,4ab4ee762c9a8395714007a5da570a9bd7f66705831453f95b977faa5fe7a664,23d6d5c1996fac636ba5bf7534cd31826acad1d64cb33e425561c25a21e6cb03,EB4411D2F5967337A226D5C8CE738B05C32E540F0AEBBC2B383A32CAD982049A,true,false,POINT,41675,41675,41675,41675,41675,true,false
edition-target:lang:mh-Latn-MH,Marshallese,mh-Latn-MH,35318.000000,35354.000000,5438.972000,28071.076000,80,160,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mah-Latn-MH,auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mah-Latn-MH,ADMIT,B_REGIONAL_INTERVAL_TYPED_PERSON,regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:mah-Latn-MH,OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS,mah-Latn-MH,REGIONAL_EMPIRICAL_STRATUM,3f7e6f183f04ec3b210fb947c1484f6cb87e671ed069d995177c0114d6bd3ebf,a72d386f005be445dfff3534dc2561b6f5fb3fa7013144cf6b8dd64435e20a3b,356daefc4f3611988b9a4b591464c6db63d570fec937b791a63e9018c396aebd,de70594dd57ac87a201f5736f53e8fd7c9369c5ddd2eab1e8a404b4ab5bac3b0;9acf46a328ae82c1e1997af474925fb40feff332766071c69b5da1294dcc03ad;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;3e45c06f376cb8f9cfe88fec638596913deb9d22c05262416a75a978b22f5209,true,false,INTERVAL,35318,35336,35354,35318,35354,true,false
edition-target:lang:sm-Latn-AS,Samoan,sm-Latn-AS,38835.000000,38835.000000,4271.850000,29126.250000,80,169,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:1a296b1f7b12ec1ef607f53a,auth:canonical:canonical:pop:1a296b1f7b12ec1ef607f53a,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:1a296b1f7b12ec1ef607f53a,legacy_canonical_population,pop:1a296b1f7b12ec1ef607f53a,language_population_or_context,f83502f8c371c6e351db0711c9884a5981b2422fb2bc8669acafb4d7b392624b,59718cd11a9647702a5a10e2ec549ba8bd469edc3817825a23b95cf8018ca31e,e7fb15ce8374bb13e733afbae10d8fa0afa911427f35f565dd4b0f7e60f55f9e,9EAD039AF7D8DC3129FDBD2489DA6407CA0CAAB6708191BB0A5F426EB096D408,true,false,POINT,38835,38835,38835,38835,38835,true,false
edition-target:regional:eu-Latn-FR-64,Basque in Northern Basque Country,eu-Latn-FR-64,51484.000000,51484.000000,0.000000,32272.137855,80,204,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:eu-Latn-FR-64,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:eu-Latn-FR-64,ADMIT,B_REGIONAL_ESTIMATE,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:eu-Latn-FR-64,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,eu-Latn-FR-64,REGIONAL_EMPIRICAL_STRATUM,bddafaa9a6fe32aec5cb38ccd9d1626b00ee183ebef0e0d0668f89145de82bbf,83ecb2796550e8b9209df564becf0ecac9a6bd81ff4e08982e9d40b3ad3317e1,fdecdb6de6ccd25fdcad1ebae540a2573734ab78a514dabfbf7924bb9e92bf7d,769f8dd82b883ddf1983562da92fffffced28940dc4bceb80f052047cb7173c5;457afb7c04ff3261e9ae787c9c1be046fb63c71936855b97bacf6b60cd363cb3;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,true,false,POINT,,51484,,51484,51484,true,false
edition-target:lang:kgk-BR,Guarani Kaiowá,kgk-BR,38658.000000,38658.000000,611.751558,25352.871558,81,194,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:4afa24c6ab2cdad5027f4042,auth:canonical:canonical:pop:4afa24c6ab2cdad5027f4042;auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:kgk-Latn-BR,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:4afa24c6ab2cdad5027f4042,legacy_canonical_population,pop:4afa24c6ab2cdad5027f4042,language_population_or_context,8598bea5810a7c074c5298e3c5728aaf1d6dd23abb3c4cab3fafff5401bf4d9a,57aa0d25ba7c6145f27a2aed23ba07d898846969a910b13eb1e7b53c3d2b73c8,81b8db0247b513a36188eef743bc6a299425a5f729407f3e12e9425f238c65de,00F27D5EB50DA2CA57FA3A6F052C248DDAD3FC7612C1FDD6568E85590DFD5616,true,false,POINT,,38658,,38658,38658,true,false
edition-target:lang:shp-PE,Shipibo-Konibo,shp-PE,34152.000000,34152.000000,3756.720000,25614.000000,81,172,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:d88183abc8ad013a2b2be4c2,auth:canonical:canonical:pop:d88183abc8ad013a2b2be4c2,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:d88183abc8ad013a2b2be4c2,legacy_canonical_population,pop:d88183abc8ad013a2b2be4c2,language_population_or_context,d9fc737d4b4969b50b55c5cb231474d86a7da93cc87f0029ef9882b7665dcbd0,e49c1834ee20a12dfcd23da012de4ba1e9340b392a6992e0121492aa1ebb60fa,80b8f3b413f690a0544ff35d5dff1a5286b9b34360d631fd9a1a639d74b244f3,17D0C7C792FCEB453512A05A06EE7F8E2B846AC1FF4BC45C16D8E347A9CE8FA1,true,false,POINT,,34152,,34152,34152,true,false
edition-target:regional:pdt-Latn-CA,Plautdietsch in Canada,pdt-Latn-CA,33200.000000,33200.000000,5112.800000,26360.800000,81,162,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:pdt-Latn-CA,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:pdt-Latn-CA,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:pdt-Latn-CA,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,pdt-Latn-CA,REGIONAL_EMPIRICAL_STRATUM,4bd246c6e9734b4aa0660003293a0b4a62ff1038a52424355d1df60c2bae00c6,b64acaab994f1bd57054b9221ab8cc4229e2c315b2b3d68671b871a882e941ee,889abc50455a75cd1ac2a59e2e3565c89e89dbda17eb6033f4b6011bb9775cdf,f35450abe64e73dc2a3303be1bc4db2ba32112308dec0085cfc7f58ef4fe27cb;d793d2f07999acb0d5869259394377010015523fca2ccea4ef381713cc62bc9b;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579;eea9f7d4560e8753e50550dab0d492d07a031f3677f2c3b90c4ab0baf6f6449d;7b3abc9ebea0cc24c9388babcb42b7f81d7267c89597fae3f81348f87154a612,true,false,POINT,,33200,,33200,33200,true,false
edition-target:regional:tsotsil-northwest-Latn-MX,Tsotsil del noroeste in Mexico,tsotsil-northwest-Latn-MX,41289.000000,41289.000000,873.452591,27298.412591,81,191,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-northwest-Latn-MX,auth:regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-northwest-Latn-MX,ADMIT,A_REGIONAL_EXACT_TYPED_PERSON,regional:AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS:tsotsil-northwest-Latn-MX,AMERICAS_EUROPE_EMPIRICAL_NEED_INPUTS,tsotsil-northwest-Latn-MX,REGIONAL_EMPIRICAL_STRATUM,73d1b1c1d6ca48b961269e9bdb17933d6493878277fe2d9cf890abed666d7ac3,842528bc88dde368774755d3211c2a28c6f2b0fc3959181f9fb110259fd9e9f3,b38219e69e3ace0ba5288c46ba38af6f4a2f71759b681b68f4a2c8205cd9f3ef,4e641a703aef367444cb80fb65e8a9de4bdc3ee0030b6af04da5be43d7d15cdc;4bcfee26bf928ba1873b11464cc67971876216d3b9e6e364a253c1f65fe1c32b;7e71f12fa5d4b32811d5235352dd285b5b65ce84cf8e71348332d70554a08579,true,false,POINT,,41289,,41289,41289,true,false
edition-target:lang:jac-GT,Popti’,jac-GT,32568.000000,32568.000000,3582.480000,24426.000000,82,173,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:2562598298aa93b8b4ef12ea,auth:canonical:canonical:pop:2562598298aa93b8b4ef12ea,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:2562598298aa93b8b4ef12ea,legacy_canonical_population,pop:2562598298aa93b8b4ef12ea,language_population_or_context,7a636d36a61631fd91d17641c804037e0c740dfc169b3f91af7f6fb11a756c06,252776de67034d36c0de2e5bec1276274f35230596c259b011651fd0a5e76d98,a9151ff347c22a0940e362895a5d6d6d5f0621f07cd0c279ad4a01270c55d9c8,4C646DEC532104F47E31C744EDC13A0E85B3FB2C4FBE2C8C0258AC44CD2B7790,true,false,POINT,,32568,,32568,32568,true,false
edition-target:lang:chk-Latn-FM,Chuukese,chk-Latn-FM,27677.000000,27677.000000,4262.258000,21975.538000,83,169,OUTSIDE,POSSIBLE,DIRECT_OR_DERIVED_PERSON_MEASURE,person_need,L-ID_PARTIAL_IDENTIFICATION_ENVELOPE,auth:canonical:canonical:pop:6bb68e65287885e9e6adb078,auth:canonical:canonical:pop:6bb68e65287885e9e6adb078;auth:regional:OCEANIA_CENTRAL_ASIA_EMPIRICAL_INPUTS:chk-Latn-FM,ADMIT,A_DIRECT_TYPED_PERSON,canonical:pop:6bb68e65287885e9e6adb078,legacy_canonical_population,pop:6bb68e65287885e9e6adb078,language_population_or_context,ba4210ee5ff57bef00b071e0904272f2dd504f70fcbaaaf38bbda7cd42fde1d1,86e9fdd832f9bd82d59116daaeee04c0e7898c48c55d6b2adb0e18cf1b0f7286,cf0ed7bbbeb92d4d6d3898f3f37b6fbeb33861fafcb4a725dc386d0ad6ae3720,581B729BAD4DC52E4F607C06D9DD508B7904B213E0F5C4C829E2F1881ECC59FF,true,false,POINT,27677,27677,27677,27677,27677,true,false
